title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип аренды,Тип здания,Парковка,lat,lon,Отдельный вход,Высота потолков,Мощность электросети,Отопление,Минимальный срок аренды,Удалённость от дороги,Аренда части,Планировка,Класс здания,Количество парковочных мест,Арендные каникулы,Платежи включены
Свободного назначения,400,"Мензелинский тракт, 136/2БНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7208075788?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,13 марта 12:22,с улицы,130.8 м²,1,без отделки,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.67536793748977,52.45033341793646,,3.7 м,,,,,,,,,есть,
"Отдельный вход, доступ 24/7, Химиков,1А",1000,"ул. Химиков, 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/otdelnyy_vhod_dostup_247_himikov1a_7218464465?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,13 марта 11:48,с улицы,100 м²,1,чистовая,прямая,другой,на улице,55.86085892,49.01537704,есть,3 м,,,11 мес.,,,,,,есть,
Помещение на 1-й линии,72000,"Советская ул., 222Ас. Столбище",https://www.avito.ru/stolbische/kommercheskaya_nedvizhimost/pomeschenie_na_1-y_linii_7207055762?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,13 марта 08:09,с улицы,60 м²,1,чистовая,прямая,торговый центр,на улице,55.631112,49.227192,,5 м,,,,,,,,,,
"Торговая площадь, 57.3 м²",100000,"пр-т Строителей, 30БЗеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_57.3_m_7229038122?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,12 марта 16:04,с улицы,57.3 м²,1,чистовая,прямая,другой,"на улице, бесплатная",55.860095,48.572761,есть,4.5 м,"35 кВт, можно увеличить",автономное,11 мес.,первая линия,,,,20,есть,
Торговая площадь 143 кв.м под кафе,65000,"ул. Карла Маркса, 174Чистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/torgovaya_ploschad_143_kv.m_pod_kafe_7207353481?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,12 марта 11:49,с улицы,143 м²,1,офисная,прямая,административное здание,"на улице, бесплатная, подходит для грузового транспорта",55.34929276,50.66740036,есть,3 м,40 кВт,,12 мес.,,,,,30,есть,
"Отдельный вход, доступ 24/7, Челюскина,35",60000,"ул. Челюскина, 35Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/otdelnyy_vhod_dostup_247_chelyuskina35_7218191823?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,12 марта 10:59,с улицы,30.6 м²,1,чистовая,прямая,другой,на улице,55.86436844,49.07745361,есть,4 м,,,11 мес.,,,,,,есть,
"Свободного назначения, 55 м²",92000,"ул. Декабристов, 164/91Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_55_m_7228548043?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,12 марта 10:52,с улицы,55 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.83627696399826,49.08120944047545,есть,3.2 м,"25 кВт, можно увеличить",центральное,11 мес.,первая линия,возможна,,,,есть,
"Торговая площадь, 24 м²",28800,"Комсомольская ул., 2Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_24_m_7222891660?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,11 марта 23:16,с улицы,24 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная",55.847432,48.498416,есть,3 м,"5 кВт, можно увеличить",,11 мес.,,,,,6,есть,эксплуатационные
"Свободного назначения, 120 м²",400,"ул. Чапаева, 4Нурлат",https://www.avito.ru/nurlat/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_120_m_7198556249?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,11 марта 22:19,с улицы,120 м²,1,офисная,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",54.42844009,50.81219864,есть,3 м,280 кВт,,,,возможна,,,10,есть,коммунальные
"Помещение в аренду на ул.Советская, д.23, 81.3 м²",1000,"Советский район, посёлок Дербышки, Советская ул., 23Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_v_arendu_na_ul.sovetskaya_d.23_81.3_m_7219097164?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,11 марта 13:40,с улицы,81.3 м²,1,без отделки,прямая,жилой дом,"на улице, бесплатная",55.87072764643383,49.2246509497375,есть,3.5 м,15 кВт,центральное,,первая линия,,,,,,
"Свободного назначения, 100 м²",220000,"2-я Тихорецкая ул., 10Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_100_m_7205982625?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,11 марта 12:04,с улицы,100 м²,1,офисная,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.731232,49.122242,есть,3 м,"220 кВт, можно увеличить",автономное,6 мес.,,возможна,,,,есть,"коммунальные, эксплуатационные"
Торговое помещение,1500,"ул. Ахметшина, 124Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_7205944340?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,11 марта 11:55,с улицы,69.5 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная",55.71759033,52.40348434,есть,2.8 м,35 кВт,,11 мес.,,,,,,есть,
Помещение свободного назначение,159600,"ул. Кул Гали, 10БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznachenie_7207145428?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,11 марта 09:13,с улицы,84 м²,1,офисная,прямая,жилой дом,на улице,55.750738,49.228845,,3.8 м,,,,,,,,,,
Кафе/продуктовый магазин 50 м2,65000,"Техническая ул., 41АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/kafeproduktovyy_magazin_50_m2_7208029843?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,11 марта 08:21,с улицы,50 м²,1,чистовая,прямая,бизнес-центр,на улице,55.758615,49.128656,,4 м,,,,,,,,,,
"Сдам торговое помещение, 38.4 м²",30720,"Сармановский тракт, 56Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/sdam_torgovoe_pomeschenie_38.4_m_7209318240?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,10 марта 21:53,с улицы,38.4 м²,1,офисная,прямая,торговый центр,на улице,55.697732,52.333845,,,,,,,,,,,,
Помещение свободного назначения Первая линия от 24,2000,"ул. Аманат, 2д. Куюки",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_pervaya_liniya_ot_24_7213524223?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,10 марта 21:01,с улицы,24 м²,1,чистовая,прямая,другой,"на улице, бесплатная",55.72328598913637,49.31404306737883,есть,3 м,150 кВт,,11 мес.,,,,,50,есть,
Рядом пвз Озон,91000,"ул. Николая Ершова, 65Б/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ryadom_pvz_ozon_7203938301?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,10 марта 15:53,с улицы,70 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.8029213,49.18121719,,3 м,,,11 мес.,,,,,,есть,
Склад,1500,"ул. Куйбышева, 26Лениногорск",https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/sklad_7225287762?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,10 марта 15:22,с улицы,4 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",54.60227203,52.450634,,,,,1 мес.,,,,,,есть,
"Свободного назначения, 47.7 м²",600,"Вокзальная ул., 5АНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_47.7_m_7206958109?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,10 марта 14:20,с улицы,47.7 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная",55.618796,51.814484,есть,,,центральное,11 мес.,,,,,,,
Торговая площадь,40000,"ул. Лукина, 15АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7219584574?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,10 марта 13:28,с улицы,20 м²,1,чистовая,прямая,другой,"на улице, бесплатная",55.86381912,49.0912323,есть,3.4 м,,,11 мес.,,,,,,есть,
Торговая площадь,25000,"ул. Ленина, 36Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_4819932536?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,10 марта 11:39,с улицы,21 м²,1,чистовая,субаренда,жилой дом,на улице,54.9022093216126,52.298817519633516,есть,3.1 м,5 кВт,,11 мес.,,возможна,,,,есть,эксплуатационные
"Свободного назначения, 16 м²",16000,"ул. Гостева, 57Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_16_m_4888044334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,9 марта 16:47,с улицы,16 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.67956924,52.32943344,есть,2.7 м,"10 кВт, можно увеличить",,11 мес.,,,,,50,есть,
Свободного назначения,1400,"ул. Академика Королёва, 25БНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_5009459723?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,7 марта 20:24,с улицы,104.1 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная",55.72142029,52.38144684,есть,2.7 м,9 кВт,,12 мес.,,,,,,,
"Свободного назначения, 84 м²",84000,"ул. Владимира Ленина, 49Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_84_m_4804431127?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,7 марта 17:31,с улицы,84 м²,1,без отделки,субаренда,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",54.532145,52.819591,,2.9 м,15 кВт,автономное,12 мес.,первая линия,,,,20,есть,
ПСН на первой линии в центре,267500,"ул. Чернышевского, 28Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/psn_na_pervoy_linii_v_tsentre_4696703251?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,7 марта 17:03,с улицы,107 м²,1,чистовая,прямая,другой,на улице,55.789902,49.105372,,3 м,20 кВт,,,первая линия,,,,,,
"Свободного назначения, 26.9 м²",2200,"ул. Горьковское Шоссе, 28Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_26.9_m_4719334035?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,7 марта 08:01,с улицы,26.9 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.82843,49.029231,,,,центральное,,первая линия,возможна,,,,есть,"коммунальные, эксплуатационные"
Торговая площадь/Павильон,60000,"ул. Родины, 49/7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschadpavilon_4456325263?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,6 марта 20:13,с улицы,36 м²,1,офисная,прямая,другой,"на улице, бесплатная",55.76757431,49.21389771,есть,2.7 м,,,3 мес.,,,,,,есть,
"Свободного назначения, 40.4 м²",3950,"ул. Алексея Козина, 8Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_40.4_m_4699951072?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,6 марта 16:15,с улицы,40.4 м²,1,без отделки,прямая,жилой дом,на улице,55.81377816477415,49.141967531768785,есть,6 м,10 кВт,центральное,11 мес.,,,,,,есть,
"Свободного назначения, 50 м²",1500,"Сенаторская ул., 1с. Сокуры",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_50_m_4856327039?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,6 марта 12:20,с улицы,50 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная",55.621911801612356,49.385571927115556,есть,4 м,,,11 мес.,,,,,,есть,
"Торговая площадь, 74.6 м²",89520,"Столичная ул., 25Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_74.6_m_4586572527?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,6 марта 00:38,с улицы,74.6 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.847973,48.560292,есть,4 м,"10 кВт, можно увеличить",,11 мес.,,,,,,есть,
25м2 с отд.входом по соседству с Вайлдберрис,35000,"ул. Серова, 2ГКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/25m2_s_otd.vhodom_po_sosedstvu_s_vayldberris_4749754122?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,5 марта 17:19,с улицы,25 м²,1,чистовая,прямая,другой,"на улице, бесплатная",55.82705307,49.06069946,есть,2.5 м,,,,,,,,20,есть,
"Помещение в аренду на ул.Пушкина, д.58, 105 м²",3000,"ул. Пушкина, 58Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_v_arendu_na_ul.pushkina_d.58_105_m_4819584992?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,5 марта 17:02,с улицы,105 м²,1,чистовая,прямая,жилой дом,на улице,55.795545,49.1258,есть,4.3 м,50 кВт,,,,,,,,есть,
"Склад, 67.2 м²",47040,"Тэцевская ул., 187Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_67.2_m_5035637026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,5 марта 12:22,,67.2 м²,1,чистовая,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.85330582,49.02327347,есть,4 м,,,11 мес.,,,,,30,есть,
Торговое/офис первая линия 145 кв.м,217500,"ул. Баки Урманче, 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoeofis_pervaya_liniya_145_kv.m_4456439072?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMWE1FOUVBNkxhT1RGT1NNIjt9eadmeT8AAAA,5 марта 11:27,с улицы,145 м²,1,чистовая,прямая,жилой дом,на улице,55.733411,49.179258,,5 м,,,,,,,,,,
