title,price,address,item_url,date,Вход,Отдельный вход,Общая площадь,Этаж,Высота потолков,Отделка,Мощность электросети,Отопление,Тип аренды,Минимальный срок аренды,Тип здания,Удалённость от дороги,Парковка,lat,lon,Арендные каникулы,Количество парковочных мест,Платежи включены,Аренда части,Планировка,Класс здания
Аренда кладовки 2 м² - 4 м²,700,"ул. Адоратского, 14Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_kladovki_2_m_-_4_m_7337400896?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,есть,4 м²,1,2.5 м,чистовая,,,прямая,1 мес.,другой,,"в здании, бесплатная",55.832869617872745,49.14850123278808,есть,,"коммунальные, эксплуатационные",,,
"Свободного назначения, 47.3 м²",40000,"ул. Ярышлар, 6Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_47.3_m_7334705356?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,есть,47.3 м²,1,3 м,чистовая,7 кВт,центральное,прямая,11 мес.,жилой дом,первая линия,"на улице, бесплатная",55.680235,49.201707,,,,,,
Торговая площадь на первой линии,155000,"ул. Декабристов, 164Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_na_pervoy_linii_7353672429?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,,105 м²,1,,чистовая,,,прямая,,жилой дом,,на улице,55.836863,49.081315,,,,,,
Склад,15000,"Оренбургский пр., 127Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_7337234958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,есть,36 м²,1,3 м,без отделки,15 кВт,,прямая,1 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.73730042935614,49.171120613553185,есть,2,,возможна,,B
Сдам помещение 70 м²,1000,"пр-т Ямашева, 93Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdam_pomeschenie_70_m_7353840523?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,,70 м²,1,,чистовая,,,прямая,,другой,,нет,55.826043,49.148832,,,,,,
"Аренда под офис/бьюти/торговля/общепит, 58.8 м²",1600,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_pod_ofisbyutitorgovlyaobschepit_58.8_m_7303206684?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,есть,58.8 м²,1,2.9 м,чистовая,"5 кВт, можно увеличить",,прямая,11 мес.,другой,,"на улице, бесплатная",55.729133,49.173069,есть,25,,,,
Торговая площадь,100000,"Волгоградская ул., 12Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7355308533?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,есть,57.9 м²,1,2.5 м,чистовая,,,прямая,,жилой дом,,на улице,55.830293230287765,49.08588405428844,есть,,,,,
Прикассовая зона в ТЦ,28200,"Залесная ул., 66Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prikassovaya_zona_v_tts_7333230733?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,,6 м²,1,5 м,чистовая,,,прямая,,торговый центр,,на улице,55.850464,48.895121,,,"оплата по счётчикам, коммунальные, эксплуатационные",,,
"1 этаж, 1 линия, Новый ТЦ",1400,"ул. Дементьева, 72БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/1_etazh_1_liniya_novyy_tts_7333348404?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,,44.2 м²,1,6 м,чистовая,3 кВт,,прямая,,торговый центр,,на улице,55.86253,49.109208,,,,,,
Производственно-складское помещение с воротами,132480,"Залесная ул., 66Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/proizvodstvenno-skladskoe_pomeschenie_s_vorotami_7333557172?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,,110.4 м²,1,7 м,чистовая,,,прямая,,торговый центр,,на улице,55.850464,48.895121,,,"оплата по счётчикам, коммунальные, эксплуатационные",,,
"Офис 1 линия, 1 этаж, Отд. вход, доступ 24/7",1300,"ул. Дементьева, 72БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_1_liniya_1_etazh_otd._vhod_dostup_247_7333606197?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,,,52 м²,1,6 м,чистовая,,,прямая,,торговый центр,,на улице,55.86253,49.109208,,,,,"кабинетная, открытая",
"1 этаж, прикассовая зона, кэу входят",1350,"ул. Оренбургский Тракт, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/1_etazh_prikassovaya_zona_keu_vhodyat_7333780725?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,,50 м²,1,,чистовая,,,прямая,,торговый центр,,на улице,55.753321,49.160043,,,"оплата по счётчикам, коммунальные, эксплуатационные",,,
"1 этаж, 1 линия, прикассовая зона, Новый ТЦ",30600,"ул. Дементьева, 72БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/1_etazh_1_liniya_prikassovaya_zona_novyy_tts_7333799821?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,,10.2 м²,1,6 м,чистовая,,,прямая,,торговый центр,,на улице,55.86253,49.109208,,,,,,
"1 этаж, прикассовая зона, кэу входят",1350,"ул. Оренбургский Тракт, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/1_etazh_prikassovaya_zona_keu_vhodyat_7333955178?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,,20 м²,1,,чистовая,,,прямая,,торговый центр,,на улице,55.753321,49.160043,,,"оплата по счётчикам, коммунальные, эксплуатационные",,,
60кв.м. свободного назначения на ул.Ленинградская,115000,"Ленинградская ул., 22Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/60kv.m._svobodnogo_naznacheniya_na_ul.leningradskaya_7314331951?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,,60.5 м²,1,,офисная,,,прямая,,жилой дом,,нет,55.861757,49.085564,,,,,,
"Свободного назначения, 40 м²",24200,"пр-т Мира, 24АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_40_m_7343772562?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,,40 м²,1,3.1 м,чистовая,,центральное,прямая,3 мес.,бизнес-центр,первая линия,"на улице, бесплатная",55.730248,52.395586,,,,возможна,,
"Торговая площадь, 48.8 м²",2400,"Сармановский тракт, 48АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_48.8_m_7349836145?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,,48.8 м²,1,4.3 м,чистовая,,,прямая,11 мес.,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",55.694637,52.337582,есть,100,эксплуатационные,,,
"Склад, 150 м²",150000,"посёлок Элеваторная Гора, ул. Добролюбова, 27Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/sklad_150_m_7349893193?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,есть,150 м²,1,5 м,чистовая,220 кВт,автономное,прямая,6 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.710616,52.334447,,4,,,,A
"Свободного назначения, 138.9 м²",250000,"ул. Рауиса Гареева, 108Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_138.9_m_7350532356?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKclZOUk1YSWt5b0R4d09FIjt98NnjjD8AAAA,1 неделю назад,с улицы,есть,138.9 м²,1,5 м,офисная,28 кВт,,прямая,3 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.72459738139186,49.17303382901555,есть,,коммунальные,,,
Помещение 106кв.м на ул.Рахлина 5,160000,"ул. Натана Рахлина, 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_106kv.m_na_ul.rahlina_5_7314048108?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,,106 м²,1,,офисная,,,прямая,,жилой дом,,нет,55.801035,49.244135,,,,,,
"Свободного назначения, 148.3 м²",47693,"ул. Лукина, 37Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_148.3_m_7333226245?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,,148.3 м²,1,,чистовая,,центральное,прямая,60 мес.,жилой дом,первая линия,на улице,55.866349,49.092751,,,,,,
"Кафе, офис, фитнес, производство, мастерская",150000,"ул. Побежимова, 28Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/kafe_ofis_fitnes_proizvodstvo_masterskaya_7328518457?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,136 м²,1,3 м,без отделки,70 кВт,,прямая,12 мес.,другой,,"на улице, бесплатная",55.859003,49.086382,есть,,,возможна,,
Аренда контейнера под склад,6000,"ЖК Лесной Городок, Берёзовая ул., 2АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_konteynera_pod_sklad_7314236462?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,15 м²,1,2.6 м,без отделки,0 кВт,нет,прямая,,другой,,нет,55.709059,49.183624,,,"коммунальные, эксплуатационные",,,
Первая линия первый этаж 50м солнечный город,120000,"ул. Баки Урманче, 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervaya_liniya_pervyy_etazh_50m_solnechnyy_gorod_7303940980?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,50 м²,1,3.5 м,офисная,13 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.73160692527843,49.17609955536872,есть,30,эксплуатационные,,,
"Свободного назначения, 18 м²",30000,"Совхозная ул., 45с. Столбище",https://www.avito.ru/stolbische/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_18_m_7294631568?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,18 м²,1,2.5 м,чистовая,50 кВт,нет,прямая,,другой,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.625653,49.22898,,,,,,
"Офис,магазин",2500,"ул. Александра Курынова, 5к2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofismagazin_7341393736?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,134 м²,1,4.5 м,чистовая,15 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.79943528918553,49.240816629324,есть,50,,возможна,,
Офис,90000,"Комсомольская ул., 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_7341236995?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,,,71 м²,1,4 м,чистовая,,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.81002448860201,49.096840077737745,есть,20,,,открытая,
Торговая площадь,41000,"ул. Шамиля Усманова, 13Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7341771943?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,46 м²,1,3 м,чистовая,,,прямая,,жилой дом,,"на улице, бесплатная",55.82911301,49.07277298,есть,20,,,,
"Склад, 70 м²",60000,"посёлок Орловка, ул. Ивана Утробина, 15БНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/sklad_70_m_7325767786?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,со двора,есть,70 м²,1,4 м,чистовая,,,прямая,12 мес.,административное здание,,"на улице, бесплатная",55.71621303644763,52.38825886718921,есть,,коммунальные,,,
"Первая линия, свободное назначение 76 м²",1100,"Краснококшайская ул., 119Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervaya_liniya_svobodnoe_naznachenie_76_m_7351008668?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,76 м²,1,4.5 м,офисная,62 кВт,автономное,прямая,,жилой дом,первая линия,"на улице, бесплатная",55.815929,49.06555,,40,,возможна,,
Свободного назначения,60000,"пр-т Нефтяников, 187Елабуга",https://www.avito.ru/elabuga/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7341538321?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,60 м²,1,3.2 м,офисная,15 кВт,,прямая,12 мес.,административное здание,,"на улице, бесплатная, подходит для грузового транспорта",55.75677495112575,52.06820506442187,есть,15,,,,
"Свободного назначения, 96 м²",700,"ул. Горького, 43Лаишево",https://www.avito.ru/laishevo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_96_m_7337165537?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,,96 м²,1,8 м,чистовая,,центральное,прямая,11 мес.,торговый центр,первая линия,"на улице, бесплатная",55.412888760030135,49.548519881201976,есть,25,эксплуатационные,,,
