title,price,address,item_url,date,Вход,Отдельный вход,Общая площадь,Этаж,Высота потолков,Отделка,Мощность электросети,Отопление,Тип аренды,Минимальный срок аренды,Тип здания,Удалённость от дороги,Парковка,lat,lon,Арендные каникулы,Количество парковочных мест,Платежи включены,Аренда части,Планировка,Класс здания,city,street,total_price,price_per_meter,is_per_meter_price
"Свободного назначения, 18 м²",30000,"Совхозная ул., 45с. Столбище",https://www.avito.ru/stolbische/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_18_m_7294631568?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,18.0,1.0,2.5 м,чистовая,50 кВт,нет,прямая,,другой,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.625653,49.22898,,,,,,,Столбище,"Совхозная ул., 45с.",30000.0,1666.6666666666667,False
Офис,90000,"Комсомольская ул., 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_7341236995?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,,,71.0,1.0,4 м,чистовая,,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.81002448860201,49.09684007773775,есть,20.0,,,открытая,,Казань,Комсомольская ул.,90000.0,1267.605633802817,False
Торговая площадь,41000,"ул. Шамиля Усманова, 13Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7341771943?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,46.0,1.0,3 м,чистовая,,,прямая,,жилой дом,,"на улице, бесплатная",55.82911301,49.07277298,есть,20.0,,,,,Казань,ул. Шамиля Усманова,41000.0,891.304347826087,False
"Склад, 70 м²",60000,"посёлок Орловка, ул. Ивана Утробина, 15БНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/sklad_70_m_7325767786?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,со двора,есть,70.0,1.0,4 м,чистовая,,,прямая,12 мес.,административное здание,,"на улице, бесплатная",55.71621303644763,52.38825886718921,есть,,коммунальные,,,,Набережные Челны,"посёлок Орловка, ул. Ивана Утробина",60000.0,857.1428571428571,False
Свободного назначения,60000,"пр-т Нефтяников, 187Елабуга",https://www.avito.ru/elabuga/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7341538321?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,60.0,1.0,3.2 м,офисная,15 кВт,,прямая,12 мес.,административное здание,,"на улице, бесплатная, подходит для грузового транспорта",55.75677495112575,52.06820506442187,есть,15.0,,,,,Елабуга,пр-т Нефтяников,60000.0,1000.0,False
"Свободного назначения, 96 м²",700,"ул. Горького, 43Лаишево",https://www.avito.ru/laishevo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_96_m_7337165537?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,,96.0,1.0,8 м,чистовая,,центральное,прямая,11 мес.,торговый центр,первая линия,"на улице, бесплатная",55.412888760030135,49.548519881201976,есть,25.0,эксплуатационные,,,,Лаишево,ул. Горького,67200.0,700.0,True
"Свободного назначения, 20 м²",2500,"32-й комплекс, 1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_20_m_7333219867?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,со двора,есть,20.0,1.0,3 м,чистовая,5 кВт,,прямая,11 мес.,жилой дом,,на улице,55.72104777399728,52.37573835449215,есть,10.0,,,,,Набережные Челны,32-й комплекс,50000.0,125.0,True
"Свободного назначения, 30 м²",20000,"Тополевая ул., 55Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_30_m_7341441899?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,,30.0,1.0,2.6 м,без отделки,,нет,прямая,11 мес.,другой,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.874617,49.22942,,,"коммунальные, эксплуатационные",,,,Казань,Тополевая ул.,20000.0,666.6666666666666,False
"Свободного назначения, 60 м²",90000,"ул. Юлиуса Фучика, 109Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_60_m_7321393271?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,60.0,1.0,2.8 м,офисная,15 кВт,центральное,прямая,12 мес.,жилой дом,первая линия,"на улице, бесплатная",55.756366,49.230525,,,,,,,Казань,ул. Юлиуса Фучика,90000.0,1500.0,False
Свободного назначения,10000,"ул. Николая Ершова, 78БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7308493675?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,,5.0,1.0,3 м,чистовая,,,прямая,,торговый центр,,на улице,55.80054474,49.18252945,есть,,,,,,Казань,ул. Николая Ершова,10000.0,2000.0,False
"Офис, 27 кв.м с индив. санузлом, дизайн.ремонтом",72900,"ул. Четаева, 14Ак2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_27_kv.m_s_indiv._sanuzlom_dizayn.remontom_7310132058?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,,27.0,1.0,2.5 м,офисная,10 кВт,центральное,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.82270432,49.14426804,есть,50.0,,,,,Казань,ул. Четаева,72900.0,2700.0,False
"Свободного назначения, 102.8 м²",180000,"пр-т Победы, 139Ак2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_102.8_m_7329306098?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,102.8,1.0,4 м,офисная,,центральное,прямая,11 мес.,жилой дом,вторая линия и дальше,"на улице, бесплатная, подходит для грузового транспорта",55.775793,49.213852,есть,,,,,,Казань,пр-т Победы,180000.0,1750.9727626459144,False
"Большой пешеходный трафик, 20 м²",45000,"ул. Ленина, 31Азнакаево",https://www.avito.ru/aznakaevo/kommercheskaya_nedvizhimost/bolshoy_peshehodnyy_trafik_20_m_7303606912?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,20.0,1.0,3 м,чистовая,15 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",54.852397,53.078342,есть,5.0,,,,,Азнакаево,ул. Ленина,45000.0,2250.0,False
Торговая площадь,350000,"ул. Муштари, 4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7337555773?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,111.3,1.0,3.5 м,чистовая,10 кВт,,прямая,11 мес.,жилой дом,,на улице,55.78848067930751,49.13848000145036,есть,,,,,,Казань,ул. Муштари,350000.0,3144.6540880503144,False
Аренда Ларька 30 м2 на Ямашева,30000,"пр-т Ямашева, 59АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_larka_30_m2_na_yamasheva_7313815041?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,30.0,1.0,2.5 м,офисная,,,прямая,,другой,,на улице,55.826392,49.128522,есть,,,,,,Казань,пр-т Ямашева,30000.0,1000.0,False
Торговая площадь 60.5,130000,"Ленинградская ул., 22Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_60.5_7313026993?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,,60.5,1.0,3 м,чистовая,50 кВт,,прямая,,жилой дом,,на улице,55.86175537,49.08556366,есть,10.0,,,,,Казань,Ленинградская ул.,130000.0,2148.7603305785124,False
"Свободного назначения, 57.5 м²",115000,"ул. Юлиуса Фучика, 133Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_57.5_m_7321434069?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,57.5,1.0,3 м,офисная,15 кВт,центральное,прямая,11 мес.,жилой дом,первая линия,на улице,55.767757,49.230732,есть,,,,,,Казань,ул. Юлиуса Фучика,115000.0,2000.0,False
"Торговая площадь, 10 м²",15000,"ул. Фрунзе, 15Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_10_m_7331557215?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,10.0,1.0,3 м,офисная,,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.821355,49.051913,есть,,,,,,Казань,ул. Фрунзе,15000.0,1500.0,False
Свободного назначения,65000,"ул. Фатыха Амирхана, 30Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7355453653?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,,60.0,1.0,,офисная,,,прямая,6 мес.,жилой дом,,на улице,55.84043503,49.13525772,есть,,,,,,Казань,ул. Фатыха Амирхана,65000.0,1083.3333333333333,False
Офис,25000,"ул. Фатыха Амирхана, 30Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_7355121438?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,,12.0,1.0,,офисная,,,прямая,6 мес.,жилой дом,,на улице,55.84043503,49.13525772,есть,,,,,,Казань,ул. Фатыха Амирхана,25000.0,2083.3333333333335,False
Свободного назначения,120000,"посёлок Орловка, Орловская ул., 210Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7310931826?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,138.8,1.0,3.8 м,чистовая,,,прямая,,административное здание,,на улице,55.71142146235576,52.39474678092458,есть,,,,,,Набережные Челны,"посёлок Орловка, Орловская ул.",120000.0,864.5533141210374,False
"Свободного назначения, 66 м²",79200,"ул. Горьковское Шоссе, 49к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_66_m_7314191199?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,со двора,есть,66.0,1.0,,офисная,,центральное,прямая,11 мес.,бизнес-центр,первая линия,"на улице, бесплатная",55.825669,49.023248,,,,,,,Казань,ул. Горьковское Шоссе,79200.0,1200.0,False
"Торговое помещение на первой линии, 40 м²",60000,"ул. Кул Гали, 34Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_na_pervoy_linii_40_m_7321484462?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,40.0,1.0,3 м,чистовая,15 кВт,центральное,прямая,12 мес.,жилой дом,первая линия,"на улице, бесплатная",55.750109,49.245815,есть,,,,,,Казань,ул. Кул Гали,60000.0,1500.0,False
Торговая площадь,100000,"Зелёная ул., 7пос. Садовый",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7322908999?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,52.0,1.0,4.5 м,чистовая,50 кВт,,прямая,12 мес.,торговый центр,,на улице,55.90793673820955,48.75422112367633,есть,,,возможна,,,Садовый,"Зелёная ул., 7пос.",100000.0,1923.076923076923,False
Помещение свободного назначения,80500,"Набережная ул., 11к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_7347115969?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,со двора,есть,92.0,1.0,3 м,офисная,,,прямая,11 мес.,административное здание,,на улице,55.80063326149598,49.043991945410994,есть,,эксплуатационные,,,,Казань,Набережная ул.,80500.0,875.0,False
"Помещение 61.2 м² под маникюр, фитнес, пвз",91800,"ул. Профессора Камая, 10к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_61.2_m_pod_manikyur_fitnes_pvz_7312805229?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,61.2,1.0,2.8 м,офисная,10 кВт,центральное,прямая,1 мес.,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.748772,49.182124,,,,,,,Казань,ул. Профессора Камая,91800.0,1500.0,False
Аренда 80 кв м в ЖК Элегия,144000,"ул. Горьковское Шоссе, 2Ак1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_80_kv_m_v_zhk_elegiya_7310127395?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,80.0,1.0,5 м,без отделки,"20 кВт, можно увеличить",,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.82550049,49.04116058,есть,2.0,,,,,Казань,ул. Горьковское Шоссе,144000.0,1800.0,False
"Свободного назначения, 20 м²",40000,"ул. Адоратского, 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_20_m_7314986592?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,2 недели назад,с улицы,,20.0,1.0,,офисная,,центральное,субаренда,,жилой дом,первая линия,"на улице, бесплатная",55.820086,49.146739,есть,,коммунальные,,,,Казань,ул. Адоратского,40000.0,2000.0,False
