title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип сделки,Арендаторы,Тип здания,Парковка,lat,lon,Высота потолков,Мощность электросети,Планировка,Готовность,Класс здания,Отдельный вход,Отопление,Удалённость от дороги,Количество парковочных мест,city,street,total_price,price_per_meter,is_per_meter_price
Продается современный складской комплекс 9000 кв.м,990000000,20Ас. Новая Тура,https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/prodaetsya_sovremennyy_skladskoy_kompleks_9000_kv.m_7320644663?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,9000.0,1.0,чистовая,продажа,,другой,на улице,55.85911,48.844959,,,,,,,,,,Новая Тура,20Ас.,990000000.0,110000.0,False
"Продажа, 1линия, габ",21500000,"ул. Менделеева, 33АНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/prodazha_1liniya_gab_7321733567?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,114.0,1.0,чистовая,продажа,,торговый центр,на улице,55.655178,51.825516,,,,,,,,,,Нижнекамск,ул. Менделеева,21500000.0,188596.49122807017,False
Свободного назначения,19500000,"ул. Азата Аббасова, 3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7320000489?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,143.0,1.0,чистовая,продажа,,жилой дом,на улице,55.79429626,49.24726105,3 м,15 кВт,,в эксплуатации,,,центральное,первая линия,,Казань,ул. Азата Аббасова,19500000.0,136363.63636363635,False
Помещение на трафике,14990000,"Кировский район, Приволжская ул., 102к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_na_trafike_7320740372?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,93.5,1.0,чистовая,продажа,,жилой дом,на улице,55.809074,48.92181,3 м,35 кВт,,в эксплуатации,,,,первая линия,,Казань,"Кировский район, Приволжская ул.",14990000.0,160320.85561497326,False
"Здание, магазин, кафе в Апастово 544 м²",10000000,"ул. Ленина, 82пгт. Апастово",https://www.avito.ru/apastovo/kommercheskaya_nedvizhimost/zdanie_magazin_kafe_v_apastovo_544_m_7307723614?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,544.0,,чистовая,продажа,,другой,"на улице, бесплатная",55.203395,48.5134,3 м,"15 кВт, можно увеличить",,в эксплуатации,,есть,автономное,,,Апастово,"ул. Ленина, 82пгт.",10000000.0,18382.352941176472,False
Торговая площадь,12700000,"ул. Шамиля Усманова, 17АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_7297750537?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,67.1,1.0,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная",55.72860564164835,52.37995398891644,,,,в эксплуатации,,есть,центральное,первая линия,,Набережные Челны,ул. Шамиля Усманова,12700000.0,189269.74664679583,False
"Готовый арендный бизнес, федеральный арендатор",41950000,"ул. Виктора Сажинова, 7/11Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_federalnyy_arendator_7321494170?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,317.5,1.0,чистовая,продажа,,жилой дом,нет,55.866364,48.874433,,,,,,,,,,Казань,ул. Виктора Сажинова,41950000.0,132125.9842519685,False
Свободного назначения 170 м2 Бумажников,18000000,"посёлок ЗЯБ, б-р Бумажников, 1АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_170_m2_bumazhnikov_7314490002?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,170.0,1.0,офисная,продажа,помещение сдано,другой,на улице,55.70493,52.3323,,,,,,,,,,Набережные Челны,"посёлок ЗЯБ, б-р Бумажников",18000000.0,105882.35294117648,False
"Торговая площадь, Пограничная ул., 1",35000000,"Пограничная ул., 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_pogranichnaya_ul._1_7314348681?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,со двора,413.0,1.0,офисная,продажа,помещение сдано,другой,нет,55.847134,48.893271,,,,,,,,,,Казань,Пограничная ул.,35000000.0,84745.7627118644,False
"Арендный бизнес, 120000+ку, Фоменко",15500000,"пр-т Фоменко, 74Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/arendnyy_biznes_120000ku_fomenko_7314495700?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,114.0,1.0,офисная,продажа,помещение сдано,жилой дом,нет,55.681174,52.330647,,,,,,,,,,Набережные Челны,пр-т Фоменко,15500000.0,135964.91228070174,False
"Готовый арендный биснес, габ. 336,3 м2",33293700,"посёлок ГЭС, 2-й комплекс, 1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gotovyy_arendnyy_bisnes_gab._3363_m2_7307643226?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,336.3,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.68443873933855,52.29581835541782,3 м,"35 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,45.0,Набережные Челны,"посёлок ГЭС, 2-й комплекс",33293700.0,99000.0,False
Готовый бизнес,15000000,"Зелёная ул., 19Апос. железнодорожной станции Калейкино",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/gotovyy_biznes_7296523657?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,282.4,,чистовая,продажа,помещение сдано,другой,"на улице, подходит для грузового транспорта",54.91596593277412,52.1337959937311,3 м,380 кВт,,в эксплуатации,,есть,автономное,,,Калейкино,"Зелёная ул., 19Апос. железнодорожной станции",15000000.0,53116.147308781874,False
Свободного назначения,7430000,"ул. Маяковского, 67Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7301052431?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,42.0,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная",54.90011375225394,52.3104596337338,,220 кВт,,в эксплуатации,,,центральное,первая линия,5.0,Альметьевск,ул. Маяковского,7430000.0,176904.7619047619,False
Свободного назначения,3500000,"ул. Розы Люксембург, 62Буинск",https://www.avito.ru/buinsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7320859981?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,61.0,1.0,офисная,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",54.967688,48.290959,,,,в эксплуатации,,,,первая линия,,Буинск,ул. Розы Люксембург,3500000.0,57377.04918032787,False
Продажа комплекса на 1 линии,210856000,"Кировский район, Шоссейная ул., 57Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_kompleksa_na_1_linii_7321195869?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,1188.8,1.0,без отделки,продажа,,другой,на улице,55.807749,49.089615,,,,,,,,,,Казань,"Кировский район, Шоссейная ул.",210856000.0,177368.77523553165,False
Продажа помещения,15000000,"ул. Симонова, 14/41Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_pomescheniya_7321945616?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUVllIRnVqNEYzRllmU1dkIjt9q0jOrT8AAAA,3 недели назад,с улицы,56.0,1.0,чистовая,продажа,,жилой дом,на улице,55.866293,49.086417,,,,,,,,,,Казань,ул. Симонова,15000000.0,267857.14285714284,False
"Склад, 308.2 м²",14300000,"Шоссейная ул., 13д. Яшь Кеч",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_308.2_m_7299056432?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,10 апреля 19:35,с улицы,308.2,1.0,чистовая,продажа,,другой,на улице,55.95539093,49.16049194,5 м,,,в эксплуатации,A,,автономное,,,Яшь Кеч,"Шоссейная ул., 13д.",14300000.0,46398.4425697599,False
"Помещение 101.4 м² под офис, торговлю, склад",25350000,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_101.4_m_pod_ofis_torgovlyu_sklad_7306708851?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,10 апреля 17:29,с улицы,101.4,1.0,офисная,продажа,,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,2.8 м,7 кВт,,в эксплуатации,,есть,центральное,первая линия,,Казань,ул. Гарифа Ахунова,25350000.0,250000.0,False
Помещение в ЖК Наследие,71115000,"ул. Родины, 20Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_v_zhk_nasledie_7288547890?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,10 апреля 14:33,с улицы,237.05,1.0,без отделки,продажа,,жилой дом,в здании,55.764379,49.200189,3.5 м,,,,,,,,,Казань,ул. Родины,71115000.0,300000.0,False
Помещение на Родине,510000000,"ул. Родины, 20Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_na_rodine_7288791641?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,10 апреля 14:33,с улицы,1700.0,1.0,без отделки,продажа,,жилой дом,в здании,55.764379,49.200189,3.5 м,,,,,,,,,Казань,ул. Родины,510000000.0,300000.0,False
Свободного назначения,5000000,"Кооперативная ул., 2с. Большие Яки",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7289544214?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,10 апреля 09:52,с улицы,200.0,1.0,чистовая,продажа,,торговый центр,"на улице, бесплатная",56.02770405462853,48.791799175838406,3.5 м,380 кВт,,в эксплуатации,,,автономное,первая линия,20.0,Большие Яки,"Кооперативная ул., 2с.",5000000.0,25000.0,False
Торговая площадь,5120000,"ул. Газинура Гафиатуллина, 27Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/torgovaya_ploschad_7305968084?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,10 апреля 06:35,с улицы,57.0,1.0,офисная,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",54.53526065405726,52.79129579202137,3 м,"15 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,55.0,Бугульма,ул. Газинура Гафиатуллина,5120000.0,89824.56140350878,False
Габ в центре Казани: ТЦ с арендаторами от 11 млн,254000000,"Московская ул., 72Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_v_tsentre_kazani_tts_s_arendatorami_ot_11_mln_7281654000?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,9 апреля 18:44,с улицы,1578.7,,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.783423,49.114211,,,,в эксплуатации,,есть,,,,Казань,Московская ул.,254000000.0,160891.87306011276,False
Свободного назначения,5800000,"ул. Свердлова, 151Тетюши",https://www.avito.ru/tetyushi/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7305820665?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,9 апреля 18:40,с улицы,147.4,1.0,офисная,продажа,,другой,"на улице, бесплатная",54.92212879211616,48.838363086185154,3 м,15 кВт,,в эксплуатации,,есть,автономное,первая линия,10.0,Тетюши,ул. Свердлова,5800000.0,39348.71099050203,False
Свободного назначения,45000000,"Центрально-Мариупольская ул., 59Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7305418695?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,9 апреля 18:29,с улицы,369.0,1.0,офисная,продажа,помещение сдано,другой,"на улице, бесплатная",55.87118224047184,49.068568340420285,3 м,65 кВт,,в эксплуатации,,есть,автономное,первая линия,10.0,Казань,Центрально-Мариупольская ул.,45000000.0,121951.21951219512,False
