title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип сделки,Арендаторы,Тип здания,Парковка,lat,lon,Высота потолков,Мощность электросети,Планировка,Готовность,Класс здания,Отдельный вход,Отопление,Удалённость от дороги,Количество парковочных мест
"Свободного назначения, 1413.7 м²",130000000,"ул. Саид-Галеева, 6Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_1413.7_m_7275310403?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,4 апреля 15:16,с улицы,1413.7 м²,1.0,чистовая,продажа,,торговый центр,на улице,55.791405983189286,49.09979721957395,,,,в эксплуатации,,есть,центральное,первая линия,
"Склад, 1440.00 кв.м., д",81000000,Советский районКазань,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_1440.00_kv.m._d_7261035323?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,4 апреля 15:03,с улицы,1440 м²,1.0,чистовая,продажа,,другой,на улице,55.809241,49.227624,9 м,150 кВт,,,,,автономное,,
"Торговая площадь, 775.6 м²",145000000,"ул. Ефимова, 1Бпос. Сосновый Бор",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_775.6_m_7288688769?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,3 апреля 19:23,с улицы,775.6 м²,1.0,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.64781849155531,52.61641429289144,5 м,"250 кВт, можно увеличить",,в эксплуатации,,есть,автономное,первая линия,100.0
"Торговая площадь, 100.46 м²",283500,"ул. Баки Урманче, 4к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_100.46_m_7268189295?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,3 апреля 12:11,с улицы,100.46 м²,1.0,без отделки,продажа,,жилой дом,"на улице, бесплатная",55.73327937813665,49.17685080459353,4 м,,,строится,,есть,центральное,первая линия,
"Торговая площадь, 78 м²",3000000,"ул. Мусы Джалиля, 2Бпгт. Уруссу",https://www.avito.ru/urussu/kommercheskaya_nedvizhimost/torgovaya_ploschad_78_m_7267251760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,3 апреля 09:32,с улицы,78 м²,1.0,чистовая,продажа,помещение сдано,административное здание,"на улице, бесплатная, подходит для грузового транспорта",54.595549,53.455545,3 м,"15 кВт, можно увеличить",,в эксплуатации,,есть,автономное,первая линия,5.0
"Габ окупаемость 8 лет, 3604.6 м²",150000000,"7-й комплекс, 11Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gab_okupaemost_8_let_3604.6_m_7269771582?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,2 апреля 14:32,со двора,3604.6 м²,1.0,чистовая,продажа,помещение сдано,административное здание,на улице,55.72769568972635,52.39886249206543,3 м,"140 кВт, можно увеличить",,в эксплуатации,,есть,центральное,вторая линия и дальше,38.0
Продажа помещения с арендатором,175000,"пр-т Хасана Туфана, 8Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodazha_pomescheniya_s_arendatorom_7275300717?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,2 апреля 09:13,с улицы,114 м²,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.73909170603387,52.41725061595534,3.5 м,25 кВт,,в эксплуатации,,есть,центральное,вторая линия и дальше,
Салон красоты в собственности,11500000,"ул. Белинского, 6Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/salon_krasoty_v_sobstvennosti_7263700996?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,1 апреля 12:28,с улицы,48 м²,1.0,офисная,продажа,,жилой дом,"на улице, бесплатная",55.854176634016206,49.08131510422498,,15 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Продам складское помещение, 727.3 м²",12000000,Заводская ул.пгт. Нижняя Мактама,https://www.avito.ru/nizhnyaya_maktama/kommercheskaya_nedvizhimost/prodam_skladskoe_pomeschenie_727.3_m_7263976005?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,1 апреля 11:43,с улицы,727.3 м²,1.0,без отделки,продажа,,другой,нет,54.866404,52.429902,,,,,,,,,
Торговая площадь,4100000,"Кооперативная ул., 4Нурлат",https://www.avito.ru/nurlat/kommercheskaya_nedvizhimost/torgovaya_ploschad_7268771906?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,1 апреля 10:14,с улицы,42.7 м²,1.0,чистовая,продажа,,другой,на улице,54.42887115,50.80855179,,220 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Свободного назначения, 10341 м²",35000000,16К-1247Нижнекамск,https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_10341_m_7267518706?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,1 апреля 10:14,с улицы,10341 м²,1.0,офисная,продажа,,другой,"на улице, подходит для грузового транспорта",55.581195,51.698548,,630 кВт,,в эксплуатации,,,автономное,первая линия,
Свободного назначения,16900000,"пр-т Абдурахмана Абсалямова, 13Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7276030247?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,31 марта 15:00,с улицы,93 м²,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.764702822429896,52.46036134125076,3.5 м,"15 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,
Торгово-офисное помещение 85.7 м² 1 этаж,30000000,"ул. Сибгата Хакима, 52Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovo-ofisnoe_pomeschenie_85.7_m_1_etazh_7267640888?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,31 марта 10:40,с улицы,86 м²,1.0,офисная,продажа,,жилой дом,"на улице, бесплатная",55.815534,49.13808,3.4 м,35 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Готовый арендный бизнес, 597 м²",41000000,"пр-т Мусы Джалиля, 4-АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_597_m_7269399552?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,31 марта 10:12,с улицы,597 м²,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная",55.66802099999384,52.27628796560669,3.5 м,"60 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,40.0
"Коммерческое помещение 94 м² в ЖК ""Матюшино Парк""",16920000,"жилой комплекс Матюшино парк, 2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/kommercheskoe_pomeschenie_94_m_v_zhk_matyushino_park_7267035706?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,31 марта 10:05,с улицы,94 м²,1.0,без отделки,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.686294,49.198851,3.8 м,19 кВт,,строится,,есть,центральное,первая линия,50.0
"Свободного назначения, 45 м²",7600000,"ул. Мусы Джалиля, 28Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_45_m_7274566402?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,28 марта 19:27,с улицы,45 м²,1.0,офисная,продажа,помещение сдано,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",54.90284729,52.29156876,3 м,"15 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,
Торговая площадь,18000000,"ул. Салиха Сайдашева, 18Бавлы",https://www.avito.ru/bavly/kommercheskaya_nedvizhimost/torgovaya_ploschad_7237812971?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,28 марта 16:50,с улицы,429 м²,1.0,офисная,продажа,,другой,"на улице, бесплатная",54.38951330892357,53.2582878324035,5 м,"220 кВт, можно увеличить",,в эксплуатации,,есть,автономное,первая линия,5.0
"Продажа габ производственный цех, склад 1000 кв.м",99000000,"ул. Рахимова, 8Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_gab_proizvodstvennyy_tseh_sklad_1000_kv.m_7239621779?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,27 марта 15:07,с улицы,1040 м²,1.0,чистовая,продажа,,административное здание,на улице,55.840932,49.020894,8 м,,,,,,,,
"Продажа - габ- Торговый комплекс, 396.2 м²",42000000,"ул. Челюскина, 55Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_-_gab-_torgovyy_kompleks_396.2_m_7264101770?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,27 марта 11:45,с улицы,396.2 м²,1.0,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная",55.869041,49.080587,2.6 м,60 кВт,,в эксплуатации,,есть,автономное,первая линия,
"Здание, 1200.8 м²",168000000,"Широкая ул., 7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zdanie_1200.8_m_7244350923?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 20:49,с улицы,1200.8 м²,,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.801526,49.069888,,"35 кВт, можно увеличить",,в эксплуатации,,есть,центральное,,
"Свободного назначения, 63 м²",13500000,"ул. Юлиуса Фучика, 62АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_63_m_7291303492?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 20:48,со двора,63 м²,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.754061,49.233813,2.5 м,,,в эксплуатации,,есть,центральное,вторая линия и дальше,20.0
Здание,23000000,"Профильная ул., 1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/zdanie_7256312491?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 15:15,с улицы,141 м²,1.0,офисная,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.65605545,52.33607483,2.5 м,,,в эксплуатации,,есть,автономное,,5.0
"Торговая площадь, 27.5 м²",1200000,"Школьная ул., 23с. Смыловка",https://www.avito.ru/kamskie_polyany/kommercheskaya_nedvizhimost/torgovaya_ploschad_27.5_m_7241342335?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 13:10,с улицы,27.5 м²,1.0,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.485943,51.589869,2.5 м,,,в эксплуатации,,есть,,первая линия,
"Габ с федеральной сеткой ""5""",99000000,"Советский район, посёлок Дербышки, ул. Правды, 6Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_s_federalnoy_setkoy_5_7234546518?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 13:07,с улицы,609.9 м²,1.0,чистовая,продажа,помещение сдано,другой,на улице,55.86693573,49.22654724,4 м,80 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Свободного назначения, 787 м²",238500000,"ул. Алексея Козина, 8Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_787_m_7234176144?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 12:32,с улицы,787 м²,1.0,без отделки,продажа,,жилой дом,на улице,55.81328929989631,49.14082711129244,4 м,117 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Продам складское помещение, 1410 м²",140000000,с. Большие Яки,https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/prodam_skladskoe_pomeschenie_1410_m_7252014201?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,25 марта 15:27,с улицы,1410 м²,1.0,без отделки,продажа,,другой,нет,56.022086,48.794573,,,,,,,,,
Производственный комплекс 3200 м²,40000000,"Объездная ул., 14Заинск",https://www.avito.ru/zainsk/kommercheskaya_nedvizhimost/proizvodstvennyy_kompleks_3200_m_7260756130?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,25 марта 10:27,с улицы,3200 м²,1.0,чистовая,продажа,,другой,"на улице, бесплатная",55.29988,52.016632,6 м,120 кВт,,в эксплуатации,,,нет,,
Торговая площадь,65000000,"пр-т Ямашева, 50ГКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7253036544?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,24 марта 19:13,с улицы,160 м²,1.0,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.82749242156227,49.12158844845865,3 м,"60 кВт, можно увеличить",,в эксплуатации,,есть,автономное,первая линия,
